Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ETH,2021-05-14,3767.0879847605,3817.1100892111,4044.5751500684,3546.8070181894
ETH,2021-05-15,4100.0274696175,3721.398672992,4179.5078287218,3696.9045989275
ETH,2021-05-16,3746.5762483716,4082.8801208213,4137.8347131536,3659.4085302086
ETH,2021-05-17,3519.1052246467,3650.0222078519,3878.4826088146,3347.6010100135
ETH,2021-05-18,3231.944177145,3583.8626988558,3587.9667468441,3118.6593075103
ETH,2021-05-19,3415.949413392,3283.2858455515,3562.4604866605,3242.6414667335
ETH,2021-05-20,2686.1658605218,3380.3014007439,3443.3606007604,1902.0822713927
ETH,2021-05-21,2744.5236477636,2446.2403061288,3002.1829002854,2183.0523359293
ETH,2021-05-22,2407.4276232666,2777.3961608911,2944.3629902763,2108.2386775965
ETH,2021-05-23,2329.0347280905,2436.7280849715,2489.2332738053,2159.5634172097
ETH,2021-05-24,2080.3714204131,2298.970751444,2383.7598296668,1733.5785410266
ETH,2021-05-25,2539.9978638989,2099.628024501,2678.1397720096,2088.2190831907
ETH,2021-05-26,2691.5372142828,2653.0642894017,2754.0751557136,2387.1266171246
ETH,2021-05-27,2821.622828093,2707.7368872069,2914.8898771361,2651.4664738289
ETH,2021-05-28,2774.5366296328,2889.9272302613,2891.7298225767,2643.0996507089
ETH,2021-05-29,2372.9684320829,2745.5633890519,2763.9836358019,2330.8287597335
ETH,2021-05-30,2281.7697244023,2414.6048120872,2567.6436587576,2209.2062647781
ETH,2021-05-31,2407.6083522386,2281.8124436347,2480.0781090119,2189.9266012991
ETH,2021-06-01,2650.2153535206,2388.281801181,2679.2440420465,2275.6646383954
ETH,2021-06-02,2594.7180822734,2706.8177311503,2740.289807251,2528.0511802361
ETH,2021-06-03,2683.002836929,2634.1457150309,2802.8218083482,2552.8062566987
ETH,2021-06-04,2839.5365832546,2706.4475778648,2890.2156847523,2664.6151993955
ETH,2021-06-05,2731.62833844,2857.2775518205,2860.2461368858,2553.9578611819
ETH,2021-06-06,2574.8653375295,2692.6416235133,2820.2738050072,2558.6095897097
ETH,2021-06-07,2677.9014276621,2630.9854162688,2747.2238713237,2617.4099958258
ETH,2021-06-08,2610.5418189763,2713.0975666877,2847.603234203,2575.3553598092
ETH,2021-06-09,2525.5784844278,2594.7533193195,2622.7768013729,2308.9902213711
ETH,2021-06-10,2603.3259858813,2509.9545447326,2627.5443091898,2409.6910875072
ETH,2021-06-11,2482.1104738648,2611.4177610645,2625.2171781507,2428.5038163207
ETH,2021-06-12,2363.0225009193,2472.3386523368,2498.3874114411,2333.3675231978
ETH,2021-06-13,2379.87497456,2354.8145101256,2454.8125486947,2260.9152723468
ETH,2021-06-14,2520.3766460932,2371.8969753533,2548.6995605069,2311.5982657706
ETH,2021-06-15,2560.1213773409,2509.0333918438,2609.4196768565,2462.63566044
ETH,2021-06-16,2557.9001346791,2582.0679485058,2638.9015482735,2509.1902549522
ETH,2021-06-17,2387.1290757695,2544.3003121526,2555.3141514985,2381.9578104449
ETH,2021-06-18,2342.9100004971,2368.2663736407,2461.1529896492,2306.5867378074
ETH,2021-06-19,2208.3252370951,2373.6549788403,2378.2855522215,2149.1611113969
ETH,2021-06-20,2181.407845179,2235.6721266508,2278.6163863692,2178.8178207288
ETH,2021-06-21,2258.0933038483,2167.3490378249,2276.1619653892,2044.4221961701
